"lat","long","coordinate.precision","DriverGroup","primary.citation.key","primary.citation.doi"
8.508333,125.785,"minute","fuelwood harvest","alongi_effect_2008","10.1016/j.foreco.2007.10.051"
-0.216667,109.433333,"minute","wildfire","astiani_firedriven_2018","10.26525/jtfs2018.30.4.570575"
27.5666665,84.0083335,"minute","wildfire","bhujel_fireinduced_2021","10.1007/s11676-020-01256-x"
27.5666665,84.416667,"minute","wildfire","bhujel_fireinduced_2021","10.1007/s11676-020-01256-x"
27.5666665,84.416667,"minute","wildfire","bhujel_fireinduced_2021","10.1007/s11676-020-01256-x"
-5.99799958,144.4170127,"other","logging & forestry","bryan_estimating_2010","10.1016/j.jenvman.2009.12.006"
22.516667,120.6,"minute","storms","chiang_soil_2021","10.3390/f12060787"
-1.45,104.333333,"minute","logging & forestry","collins_integrated_2015","10.5194/bg-12-6637-2015"
-3.304311396,136.7138164,"other","permanent agriculture","gaveau_forest_2021","10.1016/j.biocon.2021.109225"
12.88369143,105.281153,"other","logging & forestry","kiyono_effects_2018","10.3759/tropics.MS18-05"
45.89806602,142.0799893,"other","storms","korznikov_first_2019","10.17581/bp.2019.08115"
33.7253445,73.07186,"fraction of second","shifting agriculture","mannan_carbon_2018","10.15666/aeer/1603_31973214"
33.823169,73.358808,"fraction of second","shifting agriculture","mannan_application_2019","10.1016/j.gecco.2019.e00535"
33.823169,73.358808,"fraction of second","shifting agriculture","mannan_application_2019","10.1016/j.gecco.2019.e00535"
17.422969,106.418764,"other","permanent agriculture","mermoz_forest_2016","10.3390/rs8030217"
12.92328963,105.1008067,"other","permanent agriculture","mermoz_forest_2016","10.3390/rs8030217"
18.14834832,104.5112106,"other","permanent agriculture","mermoz_forest_2016","10.3390/rs8030217"
41.599998,-72.699997,"decimal degrees to six digits","biotic disturbance","ward_multiyear_2022","10.1139/cjfr-2021-0174"
67,-141,"degree","biotic disturbance","ruess_widespread_2021","10.1371/journal.pone.0250078"
55,115,"degree","heat and drought","searle_climate_2017","10.1186/s40663-017-0106-y"
55,106,"degree","heat and drought","searle_climate_2017","10.1186/s40663-017-0106-y"
22.463056,82.361111,"second","permanent agriculture","mishra_impact_2022","10.1002/ldr.4419"
4.231837685,102.0483331,"other","permanent agriculture","xu_recent_2022","10.1038/s41893-022-00872-1"
31,103.4,"decimal degrees to 1 digit","other","zeng_assessing_2016","10.3390/rs8030252"
24.685417,113.844445,"second","other","zhao_aboveground_2020","10.3390/f11030320"
33.70650536,73.07869401,"other","permanent agriculture","hassan_dynamics_2016","10.1186/s40064-016-2414-z"
-7.65,35.5,"minutes rounded","fuelwood harvest","bhattarai_assessing_2020","10.1080/23311843.2020.1801218"
0.321,29.9105,"decimal degrees to 4 digits","shifting agriculture","jagger_deforestation_2017","10.1016/j.biombioe.2017.06.005"
-19.0154,29.1549,"other","fuelwood harvest","mcnicol_carbon_2018","10.1038/s41467-018-05386-z"
-19.5,33.8333,"degrees minutes seconds","permanent agriculture","ryan_quantifying_2014","10.1016/j.apgeog.2014.05.014"
-14.62,17.46,"other","permanent agriculture","schneibel_longterm_2018","10.7809/b-e.00346"
55.39014,-127.72026,"other","logging & forestry","bose_constraints_2014","10.1093/forestry/cpt047"
35.583333,-83.466667,"minute","storms","busing_red_2004","10.2307/4126939"
48.5,-79.016667,"minute","wildfire","leduc_advancing_2021","10.1111/jvs.12974"
46.49839,-66.159668,"other","logging & forestry","olesinski_fineroot_2012","10.1016/j.foreco.2012.08.047"
48.85,79.816667,"minute","logging & forestry","thorpe_tree_2008","10.1890/07-1697.1"
36.486366,-118.56575,"other","biotic disturbance","dudney_compounding_2020","10.1002/ecs2.3263"
37.546482,-107.76403,"other","heat and drought","kerr_quantifying_2022","10.1111/1365-2435.14112"
29.283333,-93.5,"minute","heat and drought","klockow_southern_2020","10.3389/ffgc.2020.00023"
34.9128,-111.560631,"other","heat and drought","ganey_twenty_2021","10.1186/s40663-021-00298-9"
46.906944,-123.975833,"second","other","zhang_seawater_2021","10.1093/plphys/kiab295"
-37.466667,145.533333,"minute","wildfire","bennett_assessing_2017","10.1002/eap.1626"
-33.948056,150.76,"second","heat and drought","bendall_changes_2022","10.1007/s11258-022-01249-2"
49.45,19.0833,"minute","biotic disturbance","main-knorn_monitoring_2013","10.1016/j.rse.2013.08.010"
56.5,24.8433,"minute","wildfire","brumelis_stand_2009","10.14214/sf.172"
49.8175,15.473,"minute","biotic disturbance","hlasny_new_2022","10.1016/j.foreco.2022.120483"
-13.076389,-52.385556,"second","wildfire","balch_size_2011","10.1016/j.foreco.2010.09.029"
15.96,-95.97,"minute","permanent agriculture","corona-nunez_assessment_2021","10.1016/j.jenvman.2021.111973"
-16.113042,-61.888855,"decimal degrees to six digits","wildfire","devisscher_wildfire_2015","Devisscher, “Wildfire under a Changing Climate in the Bolivian Chiquitania: A Social-Ecological Systems Analysis.”"
1.5958,-60.5821,"decimal degrees to 4 digits","wildfire","maciel_defaunation_2021","10.1016/j.ecolmodel.2021.109628"
2.5,-61.5,"minute","wildfire","martins_effects_2012","10.1017/S0266467412000636"
-12.6819,-56.9211,"decimal degrees to 4 digits","wildfire","nogueira_impacts_2019","10.1017/S0376892919000110"
-11.4099,-41.2809,"decimal degrees to 4 digits","logging & forestry","pyles_loss_2018","10.1007/s10531-018-1598-7"
-40.716667,-71.916667,"minute","biotic disturbance","paritsis_mortality_2012","10.4067/S0716-078X2012000100009"
5.033333,-58.616667,"minute","logging & forestry","roopsind_tradeoffs_2018","10.1111/gcb.14155"
16.42871761,121.90874,"other","storms","araza_intraannual_2021","10.3390/f12081008"
16.59832123,120.8989946,"other","permanent agriculture","daipan_detection_2021","10.56899/150.S1.26"
-35.65398536,173.5558347,"other","biotic disturbance","bradshaw_phytophthora_2020","10.1111/ppa.13104"
60.0858,-151.3823,"decimal degrees to four digits","biotic disturbance","werner_spruce_2006","10.1016/j.foreco.2006.02.050"
49.761101,-123.013653,"decimal degrees to five digits","biotic disturbance","_national_2016","Canadian Forest Service (2016) National forestry database. Available at: http://nfdp.ccfm.org (accessed 23 January 2023)."
43.8041,-120.5542,"decimal degrees to four digits","biotic disturbance","_forest_2016","USDA Forest Service (2016) Insect and disease survey data base. Available at: https://www.fs.usda.gov/foresthealth/ (accessed 23 January 2024)."
35.0078,-97.0929,"decimal degrees to four digits","biotic disturbance","wear_southern_2013","10.2737/SRS-GTR-178"
41.2033,-77.1945,"decimal degrees to four digits","biotic disturbance","usda_major_2010","USDA Forest Service (2010) Major forest insect and disease conditions in the United States: 2009 update. FS-952. United States Department of Agriculture, Washington, DC."
48.972,13.6331,"other","biotic disturbance","kautz_quantifying_2011","https://doi.org/10.1016/j.foreco.2011.04.023"
69.633333,18.95,"Minutes","biotic disturbance","jepsen_monitoring_2009","https://doi.org/10.1016/j.rse.2009.05.006"
41.983333,127.45,"Minutes","biotic disturbance","huang_impacts_2010","https://doi.org/10.1016/j.ecolind.2010.03.015"
35.2,110,"Degrees","biotic disturbance","yan_red_2005","https://doi.org/10.1007/s10531-004-0697-9"
26.198154,115.141697,"other","biotic disturbance","zhao_pine_2008","https://doi.org/10.1007/978-4-431-75655-2_4"
31,103.4,"decimal degrees to 0 digits","other","zeng_assessing_2016","http://dx.doi.org/10.3390/rs8030252"
5.3,-52.883333,"minute","other","pillet_disentangling_2018","http://dx.doi.org/10.1111/1365-2745.12876"
-21.1789,165.2667,"minute","wildfire","blanchard_drivers_2021","http://dx.doi.org/10.1016/j.ppees.2021.125630"
9.21,-79.745,"second","storms","gora_contributions_2021","https://doi.org/10.1002/ecy.3541"
2.9682,102.2777,"second","biotic disturbance","luskin_wildlife_2021","https://doi.org/10.1098/rspb.2021.0001"
-3.78,-73.3,"minute","storms","negrón-juárez_vulnerability_2018","10.1088/1748-9326/aabe9f"
-3.117,-60.02578,"decimal degrees to three digits","storms","negrón-juárez_vulnerability_2018","10.1088/1748-9326/aabe9f"
23.466667,79.740278,"decimal degrees to six digits","logging & forestry","chaturvedi_impacts_2017","10.1111/jvs.12547"
35.5625,72.2625,"other","fuelwood harvest","ahmad_carbon_2018","10.1016/j.landusepol.2018.07.009"
35.5625,72.2625,"other","logging & forestry","ahmad_carbon_2018","10.1016/j.landusepol.2018.07.009"
14.86934965,-86.52384949,"other","biotic disturbance","nair_tropical_2007","978-1-139-46485-7"
14.86934965,-86.52384949,"other","biotic disturbance","gomez_sustainable_2020","10.3390/f11020173"
57.98692159,102.7386061,"other","storms","gustafson_predicting_2010","10.1890/08-1693.1"
60.80963511,89.74634075,"other","biotic disturbance","pavlov_new_2018","10.1134/S1995425518040054"
-2.166667,103,"minute","permanent agriculture","kotowska_quantifying_2015","10.1111/gcb.12979"
-1.493333,120.056667,"minute","shifting agriculture","leuschner_conversion_2013","10.1007/s10457-013-9628-7"
-1.8936,34.6857,"decimal degree to four digits","biotic disturbance","morrison_elephant_2016","10.1111/1365-2745.12517"
4.9618,117.6892,"other","heat and drought","lingenfelder_detection_2009","http://dx.doi.org/10.1007/s11258-008-9568-x"
62.454,-114.3718,"other","wildfire","walker_crossscale_2018","10.1111/gcb.14287"
16.33333,-86.5,"other","storms","cahoon_mass_2003","10.1046/j.1365-2745.2003.00841.x"
9.5333312,138.1166662,"decimal degrees to seven digits","storms","kauffman_micronesian_2010","10.1007/s13157-010-0114-y"
-20.904169,35.062752,"decimal degrees to seven digits","storms","macamo_mangrove_2016","10.1016/j.aquabot.2016.05.004"
-25.35507858,31.88942811,"other","biotic disturbance","shannon_utilization_2008","10.1017/S0266467408004951"
-16.25,-61.666667,"minute","logging & forestry","veldman_selective_2009","10.1016/j.foreco.2009.07.024"
19.4964,-155.4662,"other","wildfire","ainsworth_effects_2013","https://doi-org.smithsonian.idm.oclc.org/10.1071/WF12135"
18.75,-70.5,"other","storms","gannon_reconstructing_2014","10.1657/1938-4246-46.4.767"
-5,-60,"degree","wildfire","pontes-lopes_droughtdriven_2021","10.1098/rspb.2021.0094"
-18.3363,146.2259,"other","storms","asbridge_extent_2018","10.1002/ece3.4485"
19.5429,-155.6659,"other","biotic disturbance","luiz_framework_2023","10.1007/s11056-021-09896-5"
16.233333,-93.266667,"minute","fuelwood harvest","aryal_biomass_2018","10.1590/1806-90882018000300007"
27.416667,88.208333,"minute","fuelwood harvest","chettri_impact_2002","10.1659/0276-4741(2002)022[0150:IOFEOT]2.0.CO;2"
-7.7333335,35.3666665,"minute","fuelwood harvest","dons_indirect_2016","10.1186/s13021-016-0051-z"
55,60,"degree","heat and drought","kharuk_mountain_2024","10.3390/f15010050"
18.1064119,121.1918142,"other","storms","araza_intraannual_2021","10.3390/f12081008"
9.813037843,118.6309267,"other","shifting agriculture","araza_intraannual_2021","10.3390/f12081008"
-8,-35.5,"minute","fuelwood harvest","specht_burning_2015","10.1016/j.gecco.2014.12.002"
-11.8,-71.5,"decimal degrees to one digit","heat and drought","bennett_sensitivity_2023","10.1038/s41558-023-01776-4"
-16.1,-61.9,"decimal degrees to one digit","heat and drought","bennett_sensitivity_2023","10.1038/s41558-023-01776-4"
5.6,-77.5,"decimal degrees to one digit","heat and drought","bennett_sensitivity_2023","10.1038/s41558-023-01776-4"
7.5,-71,"degree","heat and drought","bennett_sensitivity_2023","10.1038/s41558-023-01776-4"
27.5,90,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
0,38,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
28,84.5,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
2,32,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
9,35,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
-30,28,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
0,42,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
8.5,1,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
10,-4.5,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
-4.25,29.75,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
13.5,-15.25,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
19.5,-72,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
34.5,72.5,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
22.25,92,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
19,-71,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
14.75,37,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
-2,120.5,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
-3.5,115.5,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
-1.75,102.75,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
-1.75,30.75,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
11.5,29.75,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
7.75,31.5,"degree","fuelwood harvest","bailis_carbon_2015","10.1038/nclimate2491"
53.7267,-127.6476,"other","biotic disturbance","howe_climateinduced_2021","10.1111/gcb.15861"
49.066667,-95.5,"minute","heat and drought","luo_climate_2015","10.1111/ele.12500"
56,-101,"degree","heat and drought","luo_climate_2015","10.1111/ele.12500"
9,-53,"degree","heat and drought","peng_drought_2011","10.1038/NCLIMATE1293"
-2.341666667,-60.09361111,"","other","nunes_edge_2023","10.1038/s41467-023-44004-5"
14.84813229,-86.90625085,"other","biotic disturbance","billings_bark_2004",""
16.95714323,-88.97962436,"other","biotic disturbance","billings_bark_2004",""
14.77868731,-91.03344794,"other","biotic disturbance","billings_bark_2004",""
13.82231051,-85.96865201,"other","biotic disturbance","billings_bark_2004",""
13.74887022,-88.60854057,"other","wildfire","billings_bark_2004",""
62.0621,129.7773,"decimal degrees to four digits","wildfire","webb_fireinduced_2024","10.1029/2023GL105216"
68.7471,161.3356,"decimal degrees to four digits","wildfire","webb_fireinduced_2024","10.1029/2023GL105216"
1.333333,116.066667,"minute","logging & forestry","butarbutar_carbon_2019","10.1186/s40663-019-0195-x"
-26.911278,-54.227528,"second","logging & forestry","bedrij_selective_2022","10.1016/j.foreco.2022.120290"
-3.01667,-60.33333,"minute","storms","marra_largescale_2014","10.1371/journal.pone.0114769"
-2.6,-60.25,"other","storms","magnaboscomarra_windthrows_2018","10.1111/gcb.14457"
-2.38,-60.16,"other","storms","magnaboscomarra_windthrows_2018","10.1111/gcb.14457"
-2.97,-60.71,"other","storms","magnaboscomarra_windthrows_2018","10.1111/gcb.14457"
-2.515957781,22.65666288,"other","logging & forestry","putz_intact_2019","https://doi.org/10.3389/ffgc.2019.00030"
-0.50530814,11.86438011,"other","logging & forestry","putz_intact_2020","https://doi.org/10.3389/ffgc.2019.00031"
-0.847352646,15.03302818,"other","logging & forestry","putz_intact_2021","https://doi.org/10.3389/ffgc.2019.00032"
-4.462074505,122.1780386,"other","logging & forestry","putz_intact_2022","https://doi.org/10.3389/ffgc.2019.00033"
4.134209243,-55.99892342,"other","logging & forestry","putz_intact_2023","https://doi.org/10.3389/ffgc.2019.00034"
23.59554644,-102.8040984,"other","logging & forestry","putz_intact_2024","https://doi.org/10.3389/ffgc.2019.00035"
-3.75,-48.48,"decimal degrees to two digits","logging & forestry","rangelpinagé_longterm_2019","10.3390/rs11060709"
-5.475246264,-52.87748466,"other","logging & forestry","asner_selective_2005","10.1126/science.1118051"
-12.8571407,-56.08345952,"other","logging & forestry","asner_selective_2006","10.1126/science.1118052"
-11.11474566,-63.08843842,"other","logging & forestry","asner_selective_2007","10.1126/science.1118053"
1.681208948,-61.31221797,"other","logging & forestry","asner_selective_2008","10.1126/science.1118054"
-8.854296398,-70.49625955,"other","logging & forestry","asner_selective_2009","10.1126/science.1118055"
46.033333,-87.15,"minute","storms","woods_intermediate_2022","10.1002/ecs2.3871"
-7.233758955,110.2401798,"other","biotic disturbance","rethinam_developing_2004",""
13.2916301,77.51341249,"other","biotic disturbance","rethinam_developing_2005",""
-6.414716429,143.8298203,"other","biotic disturbance","rethinam_developing_2006",""
63.35416266,129.4173298,"other","wildfire","nasa_fires_2021","https://earthobservatory.nasa.gov/images/148537/fires-scorch-the-sakha-republic"
11.56275965,76.53443894,"other","wildfire","kodandapani_conservation_2004","10.1111/j.1523-1739.2004.00433.x"
11.766667,76.525,"minute","other","prasad_impact_2006","https://ruffordorg.s3.amazonaws.com/media/project_reports/17.09.06%20Detailed%20Final%20Report.pdf"
61.3,-121.3,"minute","permafrost thaw","baltzer_forests_2014","10.1111/gcb.12349"
67.58,134.7713889,"second","permafrost thaw","turetsky_permafrost_2019","https://www.nature.com/articles/d41586-019-01313-%204"
17.04333333,122.3827778,"second","storms","yap_dynamic_2016","10.1111/jvs.12358"
24.75944444,121.5661111,"second","storms","su_multistemming_2020","https://onlinelibrary.wiley.com/doi/abs/10.1111/jvs.12858"
23.9136,120.879,"decimal degrees to four digits","storms","chang_damage_2017","https://www.tfri.gov.tw/en/News_Content2.aspx?n=7589&s=15232"
15.6324,99.217,"decimal degrees to four digits","wildfire","trouvé_disentangling_2020","10.1111/1365-2745.13343"
51.77,-1.34,"decimal degrees to four digits","biotic disturbance","needham_forest_2016","10.1111/1365-2745.12545"
29.25,118.117,"decimal degrees to four digits","storms","jin_impacts_2015","10.17520/biods.2015051"
6.4308,80.39635,"decimal degrees to four digits","other","ediriweera_oldgrowth_2024","10.1016/j.fecs.2023.100163"
6.42467,80.41797,"decimal degrees to four digits","other","ediriweera_oldgrowth_2024","10.1016/j.fecs.2023.100163"
6.37807,80.52915,"decimal degrees to four digits","other","ediriweera_oldgrowth_2024","10.1016/j.fecs.2023.100163"
27.56777778,41.61916667,"second","biotic disturbance","alanazi_tree_2024","https://doi.org/10.17221/9/2024-JFS"
17.36055556,42.81944444,"second","biotic disturbance","alanazi_tree_2024","https://doi.org/10.17221/9/2024-JFS"
24.91694444,46.17527778,"second","biotic disturbance","alanazi_tree_2024","https://doi.org/10.17221/9/2024-JFS"
23.1695,112.511,"decimal degrees to four digits","storms","ni_oldgrowth_2021","10.1016/j.foreco.2021.119433"
64,30,"other","storms","suvanto_mapping_2021","10.1371/journal.pone.0254876"
30.386233,-89.682125,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.385686,-89.6985,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.369722,-89.692356,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.386617,-89.686481,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.374389,-89.693519,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.390539,-89.702575,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.391439,-89.695367,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.387847,-89.681758,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.373539,-89.693475,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.374708,-89.686258,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.388944,-89.676289,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.389953,-89.700722,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.378769,-89.697042,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.373953,-89.688469,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.386144,-89.678361,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.376336,-89.697122,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.386169,-89.701961,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.377775,-89.686756,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.388092,-89.702033,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.373247,-89.671333,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.378019,-89.699564,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.377194,-89.698953,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.380422,-89.698233,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.358653,-89.682433,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.361275,-89.679228,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.38555,-91.692967,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.385033,-91.693583,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.38555,-91.694217,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.3845,-91.694533,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.385033,-91.695133,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.382633,-91.6983,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.381833,-91.698633,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.379667,-91.69875,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.379383,-91.699283,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.387283,-91.703867,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.3878,-91.702617,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.38825,-91.704733,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.38675,-91.70325,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.3862,-91.70295,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.290667,-94.40325,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.271917,-94.54,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.27275,-94.541,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.267833,-94.540283,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.265667,-94.5403,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.29075,-94.409033,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.2903,-94.402717,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.289633,-94.403367,"decimal degrees to six digits","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.34527778,-89.64416667,"other","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.345,-89.64416667,"other","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.34472222,-89.64416667,"other","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.34444444,-89.64416667,"other","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.34416667,-89.64416667,"other","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.34388889,-89.64416667,"other","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.34315,-89.63408333,"other","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.34315,-89.63439444,"other","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.34315,-89.63470556,"other","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.34315,-89.63501667,"other","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.34315,-89.63532778,"other","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
30.34315,-89.63563889,"other","storms","negrón-juárez_assessing_2010","10.1029/2009JG001221"
-20.59833333,-41.18138889,"second","heat and drought","hollunder_vapor_2024","10.1111/jvs.13222"
48.5095723,-78.744595,"decimal degrees to 6 digits","storms","seidl_globally_2020","10.1111/ecog.04995"
48.6783705,-70.118079,"decimal degrees to 6 digits","other","seidl_globally_2020","10.1111/ecog.04995"
50.3461008,-75.128143,"decimal degrees to 6 digits","wildfire","seidl_globally_2020","10.1111/ecog.04995"
70.5544891,27.3767879,"decimal degrees to 6 digits","biotic disturbance","seidl_globally_2020","10.1111/ecog.04995"
50.9660935,-77.214449,"decimal degrees to 6 digits","wildfire","seidl_globally_2020","10.1111/ecog.04995"
47.3172103,-71.347852,"decimal degrees to 6 digits","biotic disturbance","seidl_globally_2020","10.1111/ecog.04995"
56.5001505,32.9042198,"decimal degrees to 6 digits","storms","seidl_globally_2020","10.1111/ecog.04995"
56.5001505,32.9042198,"decimal degrees to 6 digits","heat and drought","seidl_globally_2020","10.1111/ecog.04995"
56.5001505,32.9042198,"decimal degrees to 6 digits","biotic disturbance","seidl_globally_2020","10.1111/ecog.04995"
63.704966,-151.31823,"decimal degrees to 6 digits","wildfire","seidl_globally_2020","10.1111/ecog.04995"
63.704966,-151.31823,"decimal degrees to 6 digits","biotic disturbance","seidl_globally_2020","10.1111/ecog.04995"
63.704966,-151.31823,"decimal degrees to 6 digits","biotic disturbance","seidl_globally_2020","10.1111/ecog.04995"
60.5089724,59.4880955,"decimal degrees to 6 digits","storms","seidl_globally_2020","10.1111/ecog.04995"
60.5089724,59.4880955,"decimal degrees to 6 digits","wildfire","seidl_globally_2020","10.1111/ecog.04995"
60.2012068,16.7841542,"decimal degrees to 6 digits","storms","seidl_globally_2020","10.1111/ecog.04995"
60.2012068,16.7841542,"decimal degrees to 6 digits","wildfire","seidl_globally_2020","10.1111/ecog.04995"
61.5456024,12.7394296,"decimal degrees to 6 digits","biotic disturbance","seidl_globally_2020","10.1111/ecog.04995"
48.9192463,-66.363594,"decimal degrees to 6 digits","biotic disturbance","seidl_globally_2020","10.1111/ecog.04995"
48.9192463,-66.363594,"decimal degrees to 6 digits","storms","seidl_globally_2020","10.1111/ecog.04995"
49.6475234,-67.846021,"decimal degrees to 6 digits","biotic disturbance","seidl_globally_2020","10.1111/ecog.04995"
49.6475234,-67.846021,"decimal degrees to 6 digits","storms","seidl_globally_2020","10.1111/ecog.04995"
65.9144376,34.6368025,"decimal degrees to 6 digits","wildfire","seidl_globally_2020","10.1111/ecog.04995"
51.8708068,-57.895799,"decimal degrees to 6 digits","biotic disturbance","seidl_globally_2020","10.1111/ecog.04995"
62.2652563,34.0181298,"decimal degrees to 6 digits","biotic disturbance","seidl_globally_2020","10.1111/ecog.04995"
62.2652563,34.0181298,"decimal degrees to 6 digits","storms","seidl_globally_2020","10.1111/ecog.04995"
62.2652563,34.0181298,"decimal degrees to 6 digits","wildfire","seidl_globally_2020","10.1111/ecog.04995"
60.631552,-139.20246,"decimal degrees to 6 digits","biotic disturbance","seidl_globally_2020","10.1111/ecog.04995"
50.9353175,-116.03138,"decimal degrees to 6 digits","wildfire","seidl_globally_2020","10.1111/ecog.04995"
50.9353175,-116.03138,"decimal degrees to 6 digits","biotic disturbance","seidl_globally_2020","10.1111/ecog.04995"
50.9353175,-116.03138,"decimal degrees to 6 digits","storms","seidl_globally_2020","10.1111/ecog.04995"
