"lat","long","coordinate.precision","DriverGroup","primary.citation.key","primary.citation.doi"
38.4,-0.45,"decimal degrees to 1 digit","heat and drought","garcíadelaserrana_pine_2015","https://doi.org/10.1007/s00468-015-1261-9"
38.216667,-0.883333,"decimal degrees to 6 digits","heat and drought","garcíadelaserrana_pine_2015","https://doi.org/10.1007/s00468-015-1261-9"
38.083333,-0.933333,"decimal degrees to 6 digits","heat and drought","garcíadelaserrana_pine_2015","https://doi.org/10.1007/s00468-015-1261-9"
40.662778,-2.120278,"decimal degrees to 6 digits","heat and drought","herguido_contrasting_2016","https://doi.org/10.1016/j.foreco.2015.12.038"
40.815556,-2.211389,"decimal degrees to 6 digits","heat and drought","herguido_contrasting_2016","https://doi.org/10.1016/j.foreco.2015.12.038"
-1.25,116.75,"decimal degrees to 2","heat and drought","vannieuwstadt_drought_2005","https://doi.org/10.1111/j.1365-2745.2004.00954.x"
35.7225,-93.405,"decimal degrees to three digits","biotic disturbance","billings_treering_2016","https://doi.org/10.1093/treephys/tpw010"
35.736111,-93.780278,"decimal degrees to six digits","biotic disturbance","billings_treering_2016","https://doi.org/10.1093/treephys/tpw010"
35.678611,-93.967778,"decimal degrees to six digits","biotic disturbance","billings_treering_2016","https://doi.org/10.1093/treephys/tpw010"
35.53338,-79.083333,"decimal degrees to six digits","heat and drought","berdanier_multiyear_2016","https://doi.org/10.1890/15-0274"
31.04944107,-98.47322708,"decimal degrees to 8 digits","heat and drought","schwantes_quantifying_2016","https://doi.org/10.1016/j.rse.2016.03.027"
30.50532403,-98.1013543,"decimal degrees to 7 digits","heat and drought","schwantes_quantifying_2016","https://doi.org/10.1016/j.rse.2016.03.027"
31.05169983,-98.47792743,"decimal degrees to 8 digits","heat and drought","schwantes_quantifying_2016","https://doi.org/10.1016/j.rse.2016.03.027"
31.04283193,-98.51523225,"decimal degrees to 8 digits","heat and drought","schwantes_quantifying_2016","https://doi.org/10.1016/j.rse.2016.03.027"
31.01641658,-98.4551152,"decimal degrees to 7 digits","heat and drought","schwantes_quantifying_2016","https://doi.org/10.1016/j.rse.2016.03.027"
29.55364525,-98.75665743,"decimal degrees to 8 digits","heat and drought","schwantes_quantifying_2016","https://doi.org/10.1016/j.rse.2016.03.027"
29.55955121,-98.76546687,"decimal degrees to 8 digits","heat and drought","schwantes_quantifying_2016","https://doi.org/10.1016/j.rse.2016.03.027"
30.50438722,-98.09931726,"decimal degrees to 8 digits","heat and drought","schwantes_quantifying_2016","https://doi.org/10.1016/j.rse.2016.03.027"
30.50802026,-98.10446083,"decimal degrees to 8 digits","heat and drought","schwantes_quantifying_2016","https://doi.org/10.1016/j.rse.2016.03.027"
30.5034866,-98.1024663,"decimal degrees to 7 digits","heat and drought","schwantes_quantifying_2016","https://doi.org/10.1016/j.rse.2016.03.027"
41.13630819,-109.2717395,"decimal degrees to 7 digits","heat and drought","assal_spatial_2016","https://doi.org/10.1016/j.foreco.2016.01.017"
40.96254576,-108.8943065,"decimal degrees to 7 digits","heat and drought","assal_spatial_2016","https://doi.org/10.1016/j.foreco.2016.01.017"
40.95915128,-108.8876342,"decimal degrees to 7 digits","heat and drought","assal_spatial_2016","https://doi.org/10.1016/j.foreco.2016.01.017"
40.96718767,-108.8977382,"decimal degrees to 7 digits","heat and drought","assal_spatial_2016","https://doi.org/10.1016/j.foreco.2016.01.017"
40.98145173,-108.9251071,"decimal degrees to 7 digits","heat and drought","assal_spatial_2016","https://doi.org/10.1016/j.foreco.2016.01.017"
40.98536531,-108.9609727,"decimal degrees to 7 digits","heat and drought","assal_spatial_2016","https://doi.org/10.1016/j.foreco.2016.01.017"
41.10083417,-109.3203711,"decimal degrees to 7 digits","heat and drought","assal_spatial_2016","https://doi.org/10.1016/j.foreco.2016.01.017"
41.03872237,-109.0166628,"decimal degrees to 7 digits","heat and drought","assal_spatial_2016","https://doi.org/10.1016/j.foreco.2016.01.017"
41.03409689,-109.0115735,"decimal degrees to 7 digits","heat and drought","assal_spatial_2016","https://doi.org/10.1016/j.foreco.2016.01.017"
41.0453403,-108.9737428,"decimal degrees to 7 digits","heat and drought","assal_spatial_2016","https://doi.org/10.1016/j.foreco.2016.01.017"
41.05464756,-108.9970651,"decimal degrees to 7 digits","heat and drought","assal_spatial_2016","https://doi.org/10.1016/j.foreco.2016.01.017"
41.09786788,-109.2836626,"decimal degrees to 7 digits","heat and drought","assal_spatial_2016","https://doi.org/10.1016/j.foreco.2016.01.017"
41.10365805,-109.3252763,"decimal degrees to 7 digits","heat and drought","assal_spatial_2016","https://doi.org/10.1016/j.foreco.2016.01.017"
41.1040901,-109.3038189,"decimal degrees to 7 digits","heat and drought","assal_spatial_2016","https://doi.org/10.1016/j.foreco.2016.01.017"
41.08904699,-109.3074647,"decimal degrees to 7 digits","heat and drought","assal_spatial_2016","https://doi.org/10.1016/j.foreco.2016.01.017"
40.90748099,-108.9131629,"decimal degrees to 7 digits","heat and drought","assal_spatial_2016","https://doi.org/10.1016/j.foreco.2016.01.017"
40.88687904,-108.8646721,"decimal degrees to 7 digits","heat and drought","assal_spatial_2016","https://doi.org/10.1016/j.foreco.2016.01.017"
40.99285378,-108.9863894,"decimal degrees to 7 digits","heat and drought","assal_spatial_2016","https://doi.org/10.1016/j.foreco.2016.01.017"
40.99368616,-108.9425958,"decimal degrees to 7 digits","heat and drought","assal_spatial_2016","https://doi.org/10.1016/j.foreco.2016.01.017"
40.95996465,-108.9036557,"decimal degrees to 7 digits","heat and drought","assal_spatial_2016","https://doi.org/10.1016/j.foreco.2016.01.017"
40.95398732,-108.9002854,"decimal degrees to 7 digits","heat and drought","assal_spatial_2016","https://doi.org/10.1016/j.foreco.2016.01.017"
-16.02,-62.73,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-12.83,-69.26,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-15.68,-62.78,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-2.43,-59.79,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-9.6,-55.94,"decimal degrees to one digit","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-2.41,-59.9,"decimal degrees to one digit","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-9.94,-65.75,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-2.93,-59.95,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-2.64,-60.16,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-12.5,-68.96,"decimal degrees to one digit","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-14.58,-60.83,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-16.01,-62.74,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-3.95,-73.43,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-3.95,-73.43,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-3.95,-73.44,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-14.54,-61.5,"decimal degrees to one digit","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-14.54,-61.5,"decimal degrees to one digit","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-0.7,-76.47,"decimal degrees to one digit","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-14.58,-60.83,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-1.07,-77.61,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-1.08,-77.61,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-1.72,-51.46,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-0.63,-76.14,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-10.03,-65.63,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-10.04,-65.64,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
4.63,-58.74,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-14.53,-60.74,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
4.62,-58.72,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-12.83,-69.27,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-12.84,-69.3,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-12.84,-69.29,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-12.83,-69.29,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-18.52,-60.81,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
-12.84,-69.28,"decimal degrees to two digits","heat and drought","feldpausch_amazon_2016","https://doi.org/10.1002/2015GB005133"
33.3443,116.8866,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.3364,116.8995,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.3322,116.8957,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.3309,116.8921,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.3299,116.8938,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.3387,116.8951,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.341,116.8964,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.3387,116.906,"decimal degrees to 3 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.3375,116.9054,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.3341,116.903,"decimal degrees to 3 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.1202,116.5856,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.344,116.8921,"decimal degrees to 3 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.113,116.5837,"decimal degrees to 3 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.1151,116.5827,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.1176,116.5829,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.1225,116.5839,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.1397,116.5867,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.1208,116.5868,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.1137,116.5859,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.108,116.584,"decimal degrees to 3 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
32.8853,116.4505,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
32.8835,116.4464,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.3435,116.8931,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
32.8823,116.4475,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
32.8626,116.448,"decimal degrees to 3 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
32.8657,116.4527,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
32.8637,116.4656,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
32.8682,116.4671,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
32.8709,116.4648,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
32.8745,116.4681,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
32.878,116.4517,"decimal degrees to 3 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
32.8842,116.4552,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
32.8899,116.468,"decimal degrees to 3 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.3434,116.8955,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.3442,116.8964,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.343,116.9003,"decimal degrees to 3 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.344,116.9033,"decimal degrees to 3 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.3428,116.9072,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
33.3393,116.9035,"decimal degrees to 4 digits","heat and drought","freeman_patterns_2017","https://doi.org/10.1002/eap.1601"
38.7441,-92.2,"decimal degrees to one digit","heat and drought","wood_importance_2018","https://doi.org/10.1088/1748-9326/aa94fa"
36.536293,-118.661447,"decimal degrees to six digits","heat and drought","tarinpaz-kagan_what_2017","https://doi.org/10.6084/m9.figshare.5281273.v1"
49.13,120.83,"decimal degrees to 2","heat and drought","heat = mean annual temp anomalies","https://doi.org/10.1016/j.foreco.2017.11.035"
44.2,118.73,"decimal degrees to 2","heat and drought","heat = mean annual temp anomalies","https://doi.org/10.1016/j.foreco.2017.11.035"
42.86,117.61,"decimal degrees to 2","heat and drought","heat = mean annual temp anomalies","https://doi.org/10.1016/j.foreco.2017.11.035"
42.52,116.19,"decimal degrees to 2","heat and drought","heat = mean annual temp anomalies","https://doi.org/10.1016/j.foreco.2017.11.035"
40.08,111.73,"decimal degrees to 2","heat and drought","heat = mean annual temp anomalies","https://doi.org/10.1016/j.foreco.2017.11.035"
29.9349175,-98.1205225,"decimal degrees to 3","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
29.6258525,-98.6661175,"decimal degrees to 4","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
29.62719,-98.6666275,"decimal degrees to 5","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
30.91695,-97.660865,"decimal degrees to 6","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
30.9189075,-97.65769,"decimal degrees to 7","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
29.874695,-98.139555,"decimal degrees to 8","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
29.8725675,-98.140925,"decimal degrees to 9","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
29.8758575,-98.1391325,"decimal degrees to 10","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
30.3345175,-97.84764,"decimal degrees to 11","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
30.3347625,-97.8479125,"decimal degrees to 12","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
30.3239425,-98.45179,"decimal degrees to 13","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
29.94074,-98.12063,"decimal degrees to 14","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
30.3255075,-98.4502,"decimal degrees to 15","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
30.3046675,-99.1443,"decimal degrees to 16","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
30.3046675,-99.14467,"decimal degrees to 17","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
30.30466,-99.144895,"decimal degrees to 18","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
30.15186,-99.9842725,"decimal degrees to 19","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
30.1515925,-99.9842975,"decimal degrees to 20","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
30.15224168,-99.98757083,"decimal degrees to 21","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
29.83455835,-100.4457417,"decimal degrees to 22","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
30.4684708,-96.29080833,"decimal degrees to 23","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
30.05127825,-98.21091875,"decimal degrees to 24","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
29.7378075,-100.5315975,"decimal degrees to 25","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
30.2410625,-98.004,"decimal degrees to 26","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
29.73935,-100.580295,"decimal degrees to 27","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
29.7375275,-100.58022,"decimal degrees to 28","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
29.966685,-98.1847175,"decimal degrees to 29","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
29.8565275,-98.6967925,"decimal degrees to 30","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
28.60484,-98.69508,"decimal degrees to 31","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
29.857785,-98.694825,"decimal degrees to 32","heat and drought","crouchet_tree_2019","https://doi.org/10.3389/ffgc.2019.00021"
31.353786,35.044312,"minute","heat and drought","preisler_mortality_2019","https://doi.org/10.1111/1365-2435.13302"
49.41,10.827583,"decimal degrees t 2 digits","heat and drought","kunert_preliminary_2020","https://doi.org/10.3832/ifor3216-012"
10.86503544,-85.57414825,"decimal degrees to eight digits","heat and drought","powers_catastrophic_2020","https://doi.org/10.1111/gcb.15037"
10.86153383,-85.57554606,"decimal degrees to eight digits","heat and drought","powers_catastrophic_2020","https://doi.org/10.1111/gcb.15037"
10.37321239,-85.32048659,"decimal degrees to eight digits","heat and drought","powers_catastrophic_2020","https://doi.org/10.1111/gcb.15037"
31.048658,-98.502669,"decimal degrees to six","heat and drought","johnson_co_2018","https://doi.org/10.1111/pce.13121"
30.930758,-99.924028,"decimal degrees to six","heat and drought","johnson_co_2018","https://doi.org/10.1111/pce.13121"
42.165,1.577,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
42.265,1.317,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
42.308,1.282,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
42.092,1.53,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
42.185,1.56,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
41.922,2.383,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
41.848,2.325,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
41.833,2.318,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
41.927,2.358,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
42.348,1.088,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
42.363,1.088,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
42.105,1.543,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
42.353,1.05,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
42.365,1.052,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
41.338,1.008,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
42.22,1.573,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
42.318,1.642,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
42.313,1.653,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
42.337,1.625,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
42.383,1.567,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
42.332,1.71,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
42.243,1.323,"","biotic disturbance","jaime_scots_2019","https://doi.org/10.1016/j.foreco.2019.05.070"
41.771667,-3.746667,"decimal degree to six","heat and drought","rodríguez-catón_radial_2019","https://doi.org/10.1016/j.foreco.2015.07.033"
42.219444,-6.093333,"decimal degree to six","heat and drought","rodríguez-catón_radial_2019","https://doi.org/10.1016/j.foreco.2015.07.033"
42.203611,-6.216389,"decimal degree to six","heat and drought","rodríguez-catón_radial_2019","https://doi.org/10.1016/j.foreco.2015.07.033"
42.220278,-6.165278,"decimal degree to six","heat and drought","rodríguez-catón_radial_2019","https://doi.org/10.1016/j.foreco.2015.07.033"
41.762778,-3.866667,"decimal degree to six","heat and drought","rodríguez-catón_radial_2019","https://doi.org/10.1016/j.foreco.2015.07.033"
41.701389,-3.769167,"decimal degree to six","heat and drought","rodríguez-catón_radial_2019","https://doi.org/10.1016/j.foreco.2015.07.033"
41.745556,-3.871667,"decimal degree to six","heat and drought","rodríguez-catón_radial_2019","https://doi.org/10.1016/j.foreco.2015.07.033"
41.727778,-3.723889,"decimal degree to six","heat and drought","rodríguez-catón_radial_2019","https://doi.org/10.1016/j.foreco.2015.07.033"
41.700278,-3.723889,"decimal degree to six","heat and drought","rodríguez-catón_radial_2019","https://doi.org/10.1016/j.foreco.2015.07.033"
42.702222,-3.429444,"decimal degree to six","heat and drought","rodríguez-catón_radial_2019","https://doi.org/10.1016/j.foreco.2015.07.033"
42.719444,-3.486389,"decimal degree to six","heat and drought","rodríguez-catón_radial_2019","https://doi.org/10.1016/j.foreco.2015.07.033"
42.801667,-3.405833,"decimal degree to six","heat and drought","rodríguez-catón_radial_2019","https://doi.org/10.1016/j.foreco.2015.07.033"
43.514,16.409,"decimal degree to three","biotic disturbance","pernek_outbreak_2019","https://doi.org/10.15177/seefor.19-05"
42.961,16.679,"decimal degree to three","biotic disturbance","pernek_outbreak_2019","https://doi.org/10.15177/seefor.19-05"
43.931,15.48,"decimal degree to two","biotic disturbance","pernek_outbreak_2019","https://doi.org/10.15177/seefor.19-05"
43.954,15.349,"decimal degree to three","biotic disturbance","pernek_outbreak_2019","https://doi.org/10.15177/seefor.19-05"
31.593566,34.564638,"decimal degree to six digits","heat and drought","klein_nationwide_2019","https://doi.org/10.1016/j.foreco.2018.10.020"
-25.11444401,31.90900097,"second","heat and drought","swemmer_locally_2020","https://doi.org/10.2989/10220119.2020.1723696"
-24.98410198,31.60084801,"second","heat and drought","swemmer_locally_2020","https://doi.org/10.2989/10220119.2020.1723696"
20.17,-98.19,"decimal degrees to two digits","biotic disturbance","sáenz-romero_recent_2020","https://doi.org/10.1139/cjfr-2019-0329"
19.27,-104.09,"decimal degrees to two digits","biotic disturbance","sáenz-romero_recent_2020","https://doi.org/10.1139/cjfr-2019-0329"
28.11,-107.77,"decimal degrees to two digits","biotic disturbance","sáenz-romero_recent_2020","https://doi.org/10.1139/cjfr-2019-0329"
21.47,-99.19,"decimal degrees to two digits","biotic disturbance","sáenz-romero_recent_2020","https://doi.org/10.1139/cjfr-2019-0329"
19.89,-97.96,"decimal degrees to two digits","biotic disturbance","sáenz-romero_recent_2020","https://doi.org/10.1139/cjfr-2019-0329"
19.5984,-100.26,"decimal degrees to two digits","biotic disturbance","sáenz-romero_recent_2020","https://doi.org/10.1139/cjfr-2019-0329"
-40.592389,-71.1425,"decimal degrees to four digits","heat and drought","rodríguez-catón_radial_2019","http://dx.doi.org/10.3390/f10060489"
-41.261639,-71.282611,"decimal degrees to six digits","heat and drought","rodríguez-catón_radial_2019","http://dx.doi.org/10.3390/f10060489"
-41.778056,-71.589167,"decimal degrees to six digits","heat and drought","rodríguez-catón_radial_2019","http://dx.doi.org/10.3390/f10060489"
36.489846,-118.8529921,"decimal degree to six","heat and drought","das_tree_2020","https://doi.org/10.3120/0024-9637-66.4.164"
36.58443789,-118.7887905,"decimal degrees to 7 digits","biotic disturbance","stephenson_which_2019","https://doi.org/10.1111/1365-2745.13176"
60.3,-153.99,"decimal degrees to 1 digit","biotic disturbance","csank_tree_2016","https://doi.org/10.1002/eap.1365"
59.81,-154.12,"decimal degrees to 2 digits","biotic disturbance","csank_tree_2016","https://doi.org/10.1002/eap.1365"
58.49,-155.67,"decimal degrees to 2 digits","biotic disturbance","csank_tree_2016","https://doi.org/10.1002/eap.1365"
37.681,-109.37517,"decimal degrees to 3 digits","heat and drought","kannenberg_rapid_2021","https://doi.org/10.1016/j.foreco.2020.118639"
37.65923,-109.36428,"decimal degrees to 5 digits","heat and drought","kannenberg_rapid_2021","https://doi.org/10.1016/j.foreco.2020.118639"
47.438056,7.776944,"decimal degrees to 6 digits","heat and drought","schuldt_first_2020","https://doi.org/10.1016/j.baae.2020.04.003"
-20.033333,145.316667,"decimal degrees to six digits","wildfire","fensham_effects_2003","https://doi.org/10.1046/j.1365-2699.2003.00934.x"
-23.466667,146.35,"decimal degrees to two digits","heat and drought","fensham_droughtrelated_2007","https://doi.org/10.1111/j.1654-1103.2007.tb02517.x"
41.216667,0.916667,"decimal degrees to six digits","heat and drought","ogaya_tree_2007","https://doi.org/10.1007/s11258-006-9184-6"
59.9,9.9,"decimal degrees to one digit","heat and drought","solberg_summer_2004","https://doi.org/10.1111/j.1439-0329.2004.00351.x"
37.75,27.016667,"decimal degrees to two digits","heat and drought","körner_longterm_2005; sarris_recent_2007","https://doi.org/10.1007/s10113-004-0091-x; https://doi.org/10.1111/j.1365-2486.2007.01348.x"
